timestamp,open,high,low,close,volume
1750118400,263.12,273.77,262.11,266.56,75066.926
1750204800,266.56,270.18,255.16,259.06,85606.65
1750291200,259.06,266.08,249.54,255.62,83167.916
1750377600,255.67,262.66,241.98,247.31,108775.103
1750464000,247.32,250.16,226.94,234.74,118817.099
1750550400,234.75,238.97,213.0,227.9,189858.525
1750636800,227.89,258.36,226.13,257.04,263093.366
1750723200,257.05,269.0,253.02,264.12,147537.843
1750809600,264.14,271.0,254.29,255.95,83758.147
1750896000,255.93,265.58,248.98,250.3,119883.353
1750982400,250.31,263.7,248.63,259.26,88522.93000000001
1751068800,259.29,261.9,253.91,259.92,43821.81
1751155200,259.92,280.73,256.38,278.61,99666.164
1751241600,278.61,284.86,269.05,274.48,108568.294
1751328000,274.5,277.46,259.58,259.93,57518.511
1751414400,259.95,283.43,257.37,276.16,118514.215
1751500800,276.15,284.88,272.82,279.37,79961.423
1751587200,279.38,282.97,261.19,265.95,92656.393
1751673600,265.95,276.71,265.07,273.56,51710.384
1751760000,273.58,291.84,269.86,287.35,77575.786
1751846400,287.35,290.07,277.52,283.22,83376.742
1751932800,283.23,294.87,277.49,293.0,77130.946
1752019200,292.96,306.76,290.14,301.68,154327.319
1752105600,301.68,315.99,293.21,308.76,164761.664
1752192000,308.77,318.17,294.28,297.41,166753.59
1752278400,297.42,306.85,292.95,302.19,87578.019
1752364800,302.2,315.17,299.95,305.8,62526.843
1752451200,305.81,332.0,305.25,315.14,180175.105
1752537600,315.14,331.48,305.62,327.52,152584.555
1752624000,327.52,335.0,321.1,323.23,164002.106
1752710400,323.26,331.84,312.24,321.68,177089.987
1752796800,321.68,337.98,311.47,324.44,279296.825
1752883200,324.46,325.79,312.74,319.18,69670.973
1752969600,319.2,330.0,317.28,324.31,133870.001
1753056000,324.31,334.5,318.65,322.16,108286.586
1753142400,322.17,324.39,300.14,310.53,178406.679
1753228800,310.54,311.71,282.21,290.39,139179.577
1753315200,290.43,295.57,276.2,286.05,119407.868
1753401600,286.06,294.74,280.04,294.18,129008.87
1753488000,294.19,299.74,292.28,294.92,50923.422
1753574400,294.94,306.07,293.93,304.93,70737.563
1753660800,304.92,309.0,285.7,288.96,88497.932
1753747200,288.96,295.59,279.45,282.35,71648.409
1753833600,282.37,284.82,263.57,274.58,102479.78600000001
